id,customer_tweet,reference_reply,gold_intent,gold_should_escalate,gold_escalation_reason,difficulty
gold_118,Just tried the browser and it worked. I'll try to uninstall and reinstall the app. Thank you!,Thanks for the update! Please let us know if you need any further assistance! ^BH,OUT_OF_SCOPE,False,,standard
gold_119,Will do - thank you,Thanks- You're welcome. ^NV,OUT_OF_SCOPE,False,,standard
gold_120,"And it ALWAYS happens to the stuff that I pay you extra to get delivered next day. Starting to wonder why I bother with next day shipping when it takes 4 days anyway. Oh, right, because I NEEDED this stuff today for work, and now it's costing me money. Thanks for nothing.",I'm very sorry for the recent experiences. Have you noticed a specific carrier that we're having issues getting your packages to? We'd be happy to assist in any way possible. ^SK,SERVICE_COMPLAINT,True,Customer is extremely dissatisfied with service and is making a legal threat by saying 'Thanks for nothing',high_risk
gold_121,I got a replacement ordered. Thank you,You're welcome! I'm glad to hear we were able to help. Please let us know if you have any further questions or concerns. ^HC,PRODUCT_POLICY_INQUIRY,False,,standard
gold_122,"Hi, could you tell me where locker Gavin is in Newcastle please, I couldn't find it using the postcode yesterday! Thanks😊","Hey Tom, could you please reply with the details that were provided for the Amazon locker? ^BD",ORDER_TRACKING_DELAY,False,,standard
gold_123,Hi. Looks like the mail man hit the wrong button on their handheld. Turns out the packages where in the mailbox kiosk. Usually they'll indicate that. Next time I'll check the kiosk before rage tweeting. My bad. Thanks for the quick reply. Everything is fine.,I'm glad it was sorted! Let us know if you need anything else! ^TR,ORDER_TRACKING_DELAY,False,,standard
gold_124,how can I add had crafted products? I have a GST number. I do not have a barcode for my products.. Plz guide.. thanks,Our seller support team would be happy to help you out! Please contact us from here: ^MP,PRODUCT_POLICY_INQUIRY,False,,standard
gold_125,dear team below i mentioned my order could u please sent me till 23-11-2017. its request to amazon team(india) thanks.,"Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK",ORDER_TRACKING_DELAY,False,,standard
gold_126,"another Amazon order left in the wrong place. This isn't our ""Safe Place ENCLOSED Front Porch"". Nice of you to leave a note saying you'd done something you hadn't though. It's a step in the right direction!","Uh oh! That isn't how we like to deliver our parcels, Terry! We'd like to get this sorted for you. If you would please give us a call or chat through the following link, we'll work with you to get this taken care of! ^JD",ORDER_TRACKING_DELAY,False,,standard
gold_127,Thanks again for your help. One of our neighbors dropped off the package. It was delivered to the wrong condo.,We're glad it was found! Enjoy! ^TR,ORDER_TRACKING_DELAY,False,,standard
gold_128,Thanks I submitted the case there. I hope you find out what went wrong coz I have made other orders too and now I am skeptical they will ever make it,Thanks for writing back to us. Our team will check all the details and reach out to you shortly. ^PR,ORDER_TRACKING_DELAY,False,,standard
gold_129,Ok - - locker pick up is cool,We're so glad you like it!! Thanks for letting us know 😁 ^DD,OUT_OF_SCOPE,False,,standard
gold_130,"Seems good to go, now. Odd hiccup. Thanks!",You're welcome! Please let us know if we can be of further assistance! ^JO,OUT_OF_SCOPE,False,,standard
gold_131,Thanks for the tweet but it's not really a problem - just been waiting all day for it to arrive and typically it comes right at the last minute. I'm just impatient 😁,I completely understand! Keep us posted once your item arrives! ^BN,ORDER_TRACKING_DELAY,False,,standard
gold_132,be nice if you sent out codes for the star wars battlefront 2 beta I pre ordered in April.,I'm sorry you haven't received your code! Have you checked the spam/junk folder in your e-mail? ^DD,ORDER_TRACKING_DELAY,False,,standard
gold_133,Thank you for the response! Both orders were shipped by Amazon via UPS. I have tracking numbers I can send via direct message if I need to.,We appreciate the info. Please let us know if you don't receive your order by the delivery date. We can also forward your carrier feedback to our Transportation team here: ^GG,ORDER_TRACKING_DELAY,False,,standard
gold_134,"So can't get my copy of #origins on time, so they sent me a code for a digital copy. Nice looking out.","I'm sorry for any inconvenience caused, but I am truly glad to hear we were able to find an adequate solution together! ^JE",ORDER_TRACKING_DELAY,False,,standard
gold_135,Thanks Amazon! Merry Christmas!,I'm sorry about the delivery trouble. Please contact us here: so we can look into available options. ^LI,OUT_OF_SCOPE,False,,standard
gold_136,Got my nieces Fingerlings (which are apparently the hot toy this Christmas) from the Amazon Treasure Truck. Gotta solidify my status as the cool uncle. #treasuretruckisawesome,"Awesome, Johnny! So glad you were able to get them some cool (or it is hot?) presents this year! 😁 ^TG",OUT_OF_SCOPE,False,,standard
gold_137,thanks for the reply,No worries at all. Do let us know if you have any other concerns. ^MS,OUT_OF_SCOPE,False,,standard
gold_138,Thanks and for sending me a beat up book. Literally just opened the box and this is what it looks like. #Oathbringer,I'm so sorry that your book arrived damaged. You can see your options for refund/replacement here: ^TN,PRODUCT_POLICY_INQUIRY,False,,standard
gold_139,"OHHHHH! Well that's awesome! So it will be the yearly payment but I get a free month? Wonderful! I prefer the yearly, it's cheaper! 🙌🏼",You've got it! Just make sure the yearly option is the one selected and you can enjoy your trial period and then be billed on an annual basis. Thanks for reaching out! ^DO,PRODUCT_POLICY_INQUIRY,False,,standard
gold_140,", would be nice to play #WWE2K18 four days early like I was promised!! Oh wait, I CANT! #annoyed","I'm sorry for the wait. To confirm, have we missed the delivery date provided on your order confirmation e-mail? ^MB",SERVICE_COMPLAINT,False,,standard
gold_141,what's the point of 2 day shipping when it takes 3 plus days to get a package.....tracking info shows the package at my local post office at 6 am est still hasn't been delivered to my house less than 5 miles away at 8pm est,"I'm sorry for the frustration! Two-Day Shipping refers to the transit time, in business days, once the order has shipped. Has the delivery date for your order passed: ^LR",ORDER_TRACKING_DELAY,False,,standard
gold_142,October 24th but with the comment that I should explore other options if it isn’t here on the 25th. Why is pkg delivery so mysterious?,Thanks for confirming. Which carrier was assigned to the order? You can check for this here: ^BH,ORDER_TRACKING_DELAY,False,,standard
gold_143,why is one day delivery now 2/3 days. An order from Monday night and this morning are both scheduled for Thursday?,"Sorry to hear about this. We aim to deliver one day delivery orders as soon as possible. During busy periods, some orders may take slightly longer. Here's more information:",ORDER_TRACKING_DELAY,False,,standard
gold_144,Yet to receive an order placed on 31st Oct. Expected date was 10th nw being told will be delayed. Product was dispatched on 1 November. Wat kind of delivery is this????,I'm so sorry to know about the delay in delivery of your order. Have you reported this to our support team here: ? ^MP,ORDER_TRACKING_DELAY,False,,standard
gold_145,They are rubbish. Saying they have checked and delivery was made. It wasn't. Neither myself or neighbours have taken delivery. What now?,That's odd! We'd like to look into it. Kindly share your details here: we'll get back to you soon. ^AP,ORDER_TRACKING_DELAY,False,,standard
gold_146,I ordered a laptop on 11/15 prime one day shipping and still don't have it !! Tracking says out for delivery ☹️,I'm sorry your order hasn't shown! Have we missed the delivery date provided in your order confirmation email here: ^QJ,ORDER_TRACKING_DELAY,False,,standard
gold_147,What is the best way to contact customer service? I️ have never had such appalling service by a delivery driver. And charging £2/min for a call is robbery.,You can reach us by phone or chat here: ^AF,SERVICE_COMPLAINT,True,Customer is extremely dissatisfied with service and feels charged unfairly,high_risk
gold_148,Hello I've shipped(self-return) an item for return. Do I have to send a copy of courier's receipt to amazon?,You can reply to the previous correspondence with a soft copy of the receipt. We'll assist you further with your concern. ^JS,RETURN_REFUND,False,,standard
gold_149,Hi. I have a parcel which says due today by 8pm but doesn’t say it’s out for delivery. Can this be checked please?,"Hi there, Luke! We don't have access to account details via Twitter but we'd like you to let us know if the package doesn't arrive by 8pm. ^SM",ORDER_TRACKING_DELAY,False,,standard
gold_150,"you need to drop Intelcom as a courier, they have lost 3 of my shipments this past month already.",I'm sorry for the trouble you've been having! Have you reached us to report your orders yet: ^DW,SERVICE_COMPLAINT,True,Customer is reporting persistent service failures with courier Intelcom.,high_risk
gold_151,My next day delivery hasn't arrived! Waited in all day!!!!!! Really unhappy 😔,Oh no! I'm sorry your parcel hasn't arrived. We're you given an updated delivery date or a notice of delay? ^ZW,ORDER_TRACKING_DELAY,False,,standard
gold_152,Was out for delivery this morning &amp; still hasn’t arrived! It was supposed to have been here yesterday,My apologies Michael. Is there a revised delivery estimate showing? ^DC,ORDER_TRACKING_DELAY,False,,standard
gold_153,"Hi today is my wedding anniversary, ordered something Friday for delivery today, it’s not here, guess who’s not getting laid ???😡😡",Sorry for this! Could you tell us the delivery date given in your order confirmation e-mail? This may be in spam/junk too! ^VB,ORDER_TRACKING_DELAY,True,Customer is extremely angry and making a veiled threat due to delivery delay,standard
gold_154,guys thank you for delivering well delayed diwali gift after 2 weeks and in second time :-) Appreciate the customer support,I apologize for the delayed delivery of your product. I've noted your comments and have forwarded your feedback internally. ^PJ,ORDER_TRACKING_DELAY,False,,standard
gold_155,no reason at all. I was tracking the location of the delivery and then he started to just move further away from my flat....,"Hi, please be assured we'll follow this up internally to determine cause &amp; eliminate this issue. ^TS",ORDER_TRACKING_DELAY,False,,standard
gold_156,"When do I get the Cash back for this Macbook Air laptop? Also please refund the delivery fee that you charged for early delivery by 11 am but could only deliver by 5:30 pm, inspite of my prime membership !!!","As mentioned earlier, please fill in the details in the link provided earlier, so that we can assist you accordingly. ^JS",RETURN_REFUND,False,,standard
gold_157,My package has been out for delivery twice now i need it for tomorrow,"Oh no! When you can, please give your info here: and a specialist will contact you. ^HC",ORDER_TRACKING_DELAY,False,,standard
gold_158,Sent the details on customer service section of the app. Please can you provide update on Delivery status,Were you able to contact by phone or chat? ^PK,ORDER_TRACKING_DELAY,False,,standard
gold_159,"Your site says ""Expected Nov 5 &amp; 6"" (multiple orders) and all the tracking says is ""Arrival Scan Brantford""","I'm truly sorry for the wait! Please, reach out in real time via phone/chat so that we may investigate: ^JE",ORDER_TRACKING_DELAY,False,,standard
gold_160,It should have been specified on the order! I ordered through prime as its suppose to be GUARANTEED next day delivery. Funnily enough i needed it today,Sorry to hear that. Can I ask what the delivery date provided at checkout and on your confirmation email was?^TI,PRODUCT_POLICY_INQUIRY,False,,standard
gold_161,"Tomorrow (19/10). Still says ""Preparing for Dispatch"", can't believe will be delivered on time if it hasn't been dispatched yet",It's not uncommon for items to be dispatched and delivered in the same day! Do keep in mind we can deliver up until 21:00. ^KJ,ORDER_TRACKING_DELAY,False,,standard
gold_162,if we checkout any offer item always showing like this or no stock or no delivery .........no need of offer better......,Sorry for the hassle Anil. Please place a new order from a different seller and it should go through. ^HN,PRODUCT_POLICY_INQUIRY,False,,standard
gold_163,This is a copy and paste from the tracking details it says: Departure Scan FuJianShengFuZhouShi FUZHOU,Thanks for the information! Just to clarify what was the delivery date given in your e-mail? We aim for it arrive then. ^AJ,ORDER_TRACKING_DELAY,False,,standard
gold_164,"Yo I pay for amazon prime for two day delivery, not for you guys to keep pushing my delivery date back, you guys said delivery by 8pm today and now you are say by 8pm on the 22nd, this is the third time this has happened in the past six months.","I'm sorry for the delay. Please keep us posted, if your order still hasn't arrived by the new delivery date let us know. ^AG",ORDER_TRACKING_DELAY,False,,standard
gold_165,Payed for next day delivery by 1pm and now they are telling me another 2 day!!!!,Did you contact us directly about this? What was advised? ^PK,ORDER_TRACKING_DELAY,False,,standard
gold_166,"delivery the following day. It didn't happen. Person delivering it today didn't bother to knock on the door, didn't even bother to deliver","Sorry to hear that, can you get in touch with us here: and we'll look into this for you ^AS",ORDER_TRACKING_DELAY,False,,standard
gold_167,- Your support team really sucks. Simple refund of courier charges and you guys have made it tougher than getting a passport.,your details here: and we'll get this sorted out right away. 2/2^EM,SERVICE_COMPLAINT,True,Customer is extremely angry and making a legal threat by comparing refund process to getting a passport.,high_risk
gold_168,"Hello ! Nos avons un souci ac cette commande 404-1744564-8442712 qui n'est toujours ps partie selon le suivi colissimo. J'ai téléphoné au centre d'appel Amazon, visiblement, le tracking n'a même pas été consulté et on ne me croit pas qd je dis que ce n'est pas parti.","Bonjour, je suis navrée pour ce désagrément. Par mesure de sécurité, pouvez-vous supprimer le numéro de la commande de votre post et nous confirmer quelle était la réponse du service client, s’il vous plaît ? ^ASZ",ORDER_TRACKING_DELAY,False,,standard
gold_169,hice un pedido que supuestamente llegó hoy y está como entregado pero jamás llegó,"Lamento los inconvenientes, David. ¿Hiciste tu pedido en o en ^CR",ORDER_TRACKING_DELAY,False,,adversarial_edge_case
gold_170,amo muito vocês ❤️ eu nem tinha notado que foram adicionados vaaaaarios ebooks novos ao kindle unlimited inclusive Augusto Cury 😍,O amor é mútuo 💖 Procuramos ter sempre o que você precisa 🤗 ^LG,OUT_OF_SCOPE,False,,adversarial_edge_case
gold_171,Entrega mais rápida que o flash e preços acessíveis 🤩,"Que ótimo que gostou. Estamos testando entregas mágicas, quem sabe um dia possamos entregar imediatamente. ^JD",PRODUCT_POLICY_INQUIRY,False,,adversarial_edge_case
gold_172,"Nunca mais compro pela primeira vez que compro e já me decepciono. Me enviaram um exemplar de uma graphic novel com duas páginas rasgadas. Primeira, última e péssima experiência. Desfazendo meu cadastro já!","Olá Dri! Sentimos muito o acontecido! Poderia nos confirmar, o seu pedido é vendido pela Amazon ou um vendedor externo do nosso site? ^HC",RETURN_REFUND,False,,adversarial_edge_case
gold_173,Plusieurs livraison non honoré Plusieurs choix contacter Aujourd'hui envoie boule par le service client Alors que client prime,Je suis désolée pour cela. S'agit-il du même transporteur pour vos problèmes de livraison? ^BR,ORDER_TRACKING_DELAY,False,,adversarial_edge_case
gold_174,Vcs bem que poderiam colocar a compra pelo app no iphone.,"Olá Thiago, nós temos o aplicativo disponível para o iPhone também. ❤ ^DA",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_175,Era hoy y lo cambian hasta el jueves. El problema es que el 27 de Octubre tenía otro que empezó así y no llegó. En agosto ya tuve retrasos. Anteriormente nunca habían fallado que recuerde.,"Juan, entiendo, ¿has conseguido hablar directamente por teléfono con la compañía de transporte para verificar lo que ocurrió con tu pedido? ^DA",ORDER_TRACKING_DELAY,False,,adversarial_edge_case
gold_176,Uyyy lo que me ha llegado😲😆,"¡Hola, Caronex! Cuéntanos, ¿Qué recibiste? ^DS",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_177,quand tu commande sur avec le prime..et c'est qui doit te livré...résultat avis de passage alors que j'était chez moi!,"Bonjour, que dit le suivi de votre colis s'il vous plaît ?^AR",ORDER_TRACKING_DELAY,False,,adversarial_edge_case
gold_178,Eso creía que estaba haciendo ¿Amazon Logistics no depende de vosotros?,"En ese caso, Javi. Por favor contacta con nuestros compañeros de Soporte al Cliente aquí: ^LG",SERVICE_COMPLAINT,False,,adversarial_edge_case
gold_179,I did send a message.,"As you've reported it to our team, we'll reach out to you soon. ^AP",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_180,How would I reach them?,"Please use the link ^JZ provided and select the approx issure from steps 1&amp;2, then contact on step 3. ^RL",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_181,Yes. No reason given.,"I see, please keep us posted upon the arrival of your package. We want to make sure you get your order. ^GM",SERVICE_COMPLAINT,True,Customer is extremely dissatisfied with service and mentions no reason was given,high_risk
gold_182,Please upload Anabelle 2,I'll be sure to forward this internally for further consideration. Appreciate your understanding. ^VN,PRODUCT_POLICY_INQUIRY,False,,adversarial_edge_case
gold_183,Telugu movie's upload bro,"We keep adding new content, please stay tuned for new content. From my end I'll take your feedback internally. ^BS",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_184,shame. Give up ?Hannity.,"I'm sorry, I wasn't able to comprehend your concern. Kindly elaborate your query, we'd like to assist you with this. ^EM",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_185,". hi, pls respond to DM.","Once we'll receive your DM, we'll respond to it. ^MM",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_186,DMing you the issue,Hello! We have responded to your DM. Please check there for our reply. ^AL,OUT_OF_SCOPE,False,,adversarial_edge_case
gold_187,Thanks for the response.,"You're welcome! If you have further questions or concerns, please be sure to let us know. We're here to help. ^TG",OUT_OF_SCOPE,False,,adversarial_edge_case
gold_188,I’m an parcel. 😂😁,What a lovely parcel :D The boxes are always the best part! ^DY,OUT_OF_SCOPE,False,,adversarial_edge_case
